avg_waiting_time,avg_system_time,wait_probability,avg_queue_length,avg_system_size,horizon,mean_server_utilization,rho,p0,p_wait,Lq,Wq,W,L
16.73775682573379,18.807680658268545,0.88875,15.063981143160412,16.926912592441692,878.8957005331443,0.9420566427980572,0.9,0.052631578947368404,0.8526315789473685,7.673684210526319,8.526315789473687,10.526315789473687,9.473684210526319
